,tweet_id,rating_numerator,rating_denominator,name,stage,date,time,favorite_count,retweet_count,text,jpg_url,img_num,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog
11,8.88078E+17,12,10,Gerald,None,7/20/17,16:49:33,21964,3590,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want thâ€_ https://t.co/UibDBnVpvR,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,1,French Bulldog,0.995026,TRUE,Pug,0.000931908,TRUE,Bull Mastiff,0.000903211,TRUE
12,8.87705E+17,13,10,Jeffrey,None,7/19/17,16:06:48,30465,5506,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckâ€_ https://t.co/m7BR4JgDrZ,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,1,Basset,0.821664,TRUE,Redbone,0.0875815,TRUE,Weimaraner,0.0262364,TRUE
13,8.87517E+17,14,10,such,None,7/19/17,3:39:09,46595,11893,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,1,Limousine,0.130432,FALSE,Tow Truck,0.0291754,FALSE,Shopping Cart,0.0263208,FALSE
14,8.87343E+17,13,10,None,None,7/18/17,16:08:03,33956,10601,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,1,Mexican Hairless,0.330741,TRUE,Sea Lion,0.275645,FALSE,Weimaraner,0.134203,TRUE
15,8.87101E+17,12,10,None,None,7/18/17,0:07:08,30817,6081,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffâ€_ https://t.co/UgW2xbO7Rg,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,1,Samoyed,0.733942,TRUE,Eskimo Dog,0.0350295,TRUE,Staffordshire Bullterrier,0.0297047,TRUE
16,8.86983E+17,13,10,Maya,None,7/17/17,16:17:36,35505,7931,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,2,Chihuahua,0.793469,TRUE,Toy Terrier,0.143528,TRUE,Can Opener,0.0322529,FALSE
17,8.86737E+17,13,10,Mingus,None,7/16/17,23:58:41,12184,3366,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your helpâ€_ https://t.co/RipKYZ0T1u",https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,1,Kuvasz,0.309706,TRUE,Great Pyrenees,0.186136,TRUE,Dandie Dinmont,0.0863463,TRUE
18,8.8668E+17,13,10,Derek,None,7/16/17,20:14:00,22625,4554,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,1,Convertible,0.738995,FALSE,Sports Car,0.139952,FALSE,Car Wheel,0.0441727,FALSE
19,8.86366E+17,12,10,Roscoe,None,7/15/17,23:25:31,21318,3249,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deeâ€_ https://t.co/iIu3AF8IWH,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,1,French Bulldog,0.999201,TRUE,Chihuahua,0.000361178,TRUE,Boston Bull,7.56E-05,TRUE
20,8.85985E+17,12,10,Jimbo,None,7/14/17,22:10:11,33027,6947,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 1â€_ https://t.co/lWeeGBBXmE,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,1,Blenheim Spaniel,0.972494,TRUE,Shih-Tzu,0.00663012,TRUE,Bernese Mountain Dog,0.00623915,TRUE
21,8.85529E+17,13,10,Maisey,None,7/13/17,15:58:47,36318,6565,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,1,Pug,0.369275,TRUE,Labrador Retriever,0.265835,TRUE,Kuvasz,0.134697,TRUE
22,8.85168E+17,13,10,None,None,7/12/17,16:03:00,22131,4465,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tonguâ€_ https://t.co/JMU4y341NB,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,4,Malamute,0.812482,TRUE,Siberian Husky,0.0717125,TRUE,Eskimo Dog,0.0557697,TRUE
23,8.84563E+17,13,10,Kevin,None,7/11/17,0:00:02,24517,5027,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,1,Pug,0.546406,TRUE,French Bulldog,0.404291,TRUE,Brabancon Griffon,0.0440019,TRUE
24,8.84442E+17,14,10,None,None,7/10/17,15:58:53,27232,5775,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (Iâ€_ https://t.co/JkL9KmUt8X",https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,1,Pembroke,0.993225,TRUE,Cardigan,0.00321648,TRUE,Chihuahua,0.00208089,TRUE
25,8.83483E+17,5,10,Bella,None,7/8/17,0:28:19,46375,10190,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,1,Golden Retriever,0.943082,TRUE,Labrador Retriever,0.032409,TRUE,Kuvasz,0.00550072,TRUE
26,8.83118E+17,13,10,None,None,7/7/17,0:17:54,37556,6809,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,2,Golden Retriever,0.949562,TRUE,Labrador Retriever,0.0459479,TRUE,Kuvasz,0.00247094,TRUE
27,8.82992E+17,13,10,Rusty,None,7/6/17,15:58:11,24162,4024,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,1,Eskimo Dog,0.466778,TRUE,Siberian Husky,0.406044,TRUE,Dingo,0.0734144,FALSE
28,8.82763E+17,12,10,Gus,None,7/6/17,0:46:41,28594,5021,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,1,Labrador Retriever,0.85005,TRUE,Chesapeake Bay Retriever,0.074257,TRUE,Flat-Coated Retriever,0.0155794,TRUE
29,8.82627E+17,13,10,Stanley,None,7/5/17,15:48:34,28126,6213,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (â€_ https://t.co/KoU1kxPBcn,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,1,Pembroke,0.542982,TRUE,Chihuahua,0.251988,TRUE,Cardigan,0.107699,TRUE
30,8.82268E+17,13,10,Alfy,None,7/4/17,16:01:23,45374,11838,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy _Ÿ‡º_Ÿ‡¸ https://t.co/fYP5RlutfA,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,1,Golden Retriever,0.762211,TRUE,Labrador Retriever,0.0989849,TRUE,Cocker Spaniel,0.0171995,TRUE
31,8.81667E+17,13,10,Gary,None,7/3/17,0:11:11,51014,10917,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,1,Saluki,0.529012,TRUE,Afghan Hound,0.250003,TRUE,Golden Retriever,0.160739,TRUE
32,8.81268E+17,12,10,Elliot,None,7/1/17,21:49:04,23277,5255,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrateâ€_ https://t.co/J4Q5YjzLH0,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,1,Tusker,0.473303,FALSE,Indian Elephant,0.245646,FALSE,Ibex,0.0556607,FALSE
33,8.80872E+17,12,10,None,None,6/30/17,19:35:32,21497,3912,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only pleaâ€_ https://t.co/1nxJLhk0Sd,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,1,Pembroke,0.791416,TRUE,Norwich Terrier,0.0613929,TRUE,Chihuahua,0.0337257,TRUE
34,8.80466E+17,12,10,Bella,None,6/29/17,16:39:47,28781,6417,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,1,Golden Retriever,0.913255,TRUE,Labrador Retriever,0.0263286,TRUE,Cocker Spaniel,0.00937082,TRUE
35,8.80221E+17,12,10,Jesse,None,6/29/17,0:27:25,27336,4339,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,1,Chihuahua,0.238525,TRUE,Meerkat,0.104256,FALSE,Clumber,0.0525803,TRUE
36,8.79862E+17,13,10,Romeo,None,6/28/17,0:42:13,22468,3574,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,3,Basset,0.813507,TRUE,Beagle,0.146654,TRUE,Cocker Spaniel,0.00948502,TRUE
37,8.79492E+17,12,10,Bailey,None,6/27/17,0:10:17,23604,3257,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,1,German Short-Haired Pointer,0.479896,TRUE,Vizsla,0.124353,TRUE,Bath Towel,0.0733202,FALSE
38,8.79376E+17,12,10,Jack,None,6/26/17,16:31:08,16908,3180,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily getâ€_ https://t.co/RqUrIisQta,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,1,Tricycle,0.663601,FALSE,Labrador Retriever,0.0334961,TRUE,Pembroke,0.0188266,TRUE
39,8.79051E+17,11,10,Steven,None,6/25/17,18:56:45,22798,4832,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/1â€_ https://t.co/ffTAMZt2n7,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,1,Tabby,0.311861,FALSE,Window Screen,0.169123,FALSE,Egyptian Cat,0.132932,FALSE
40,8.78282E+17,13,10,Shadow,None,6/23/17,16:00:04,7832,1325,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out belowâ€_ https://t.co/5HuiInQveF",https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,1,Basset,0.32042,TRUE,Collie,0.215975,TRUE,Appenzeller,0.128507,TRUE
41,8.78058E+17,14,10,Emmy,None,6/23/17,1:10:23,42432,7025,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,1,French Bulldog,0.839097,TRUE,Boston Bull,0.0787994,TRUE,Toy Terrier,0.0152434,TRUE
42,8.77736E+17,13,10,Aja,None,6/22/17,3:54:17,80801,19672,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,2,Chesapeake Bay Retriever,0.837956,TRUE,Labrador Retriever,0.0620342,TRUE,Weimaraner,0.0405991,TRUE
43,8.77556E+17,12,10,Penny,None,6/21/17,15:58:08,23017,3916,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enâ€_ https://t.co/rc53DmRHwK,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,1,Basset,0.995368,TRUE,Welsh Springer Spaniel,0.00193621,TRUE,Bathtub,0.000467919,FALSE
44,8.77202E+17,12,10,Nelly,None,6/20/17,16:29:50,27403,5739,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congraâ€_ https://t.co/kVwm88J6Yr,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,1,Pembroke,0.93112,TRUE,Cardigan,0.0686982,TRUE,Basenji,8.17E-05,TRUE
45,8.76838E+17,12,10,Ginger,None,6/19/17,16:24:33,20886,3450,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug paâ€_ https://t.co/zuDk9mBEMO,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,1,Bloodhound,0.575751,TRUE,Redbone,0.24097,TRUE,Tibetan Mastiff,0.0889348,TRUE
46,8.76484E+17,13,10,Benedict,None,6/18/17,16:57:37,18952,2467,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duâ€_ https://t.co/ccBFQU5UWO,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,1,Golden Retriever,0.874566,TRUE,Irish Terrier,0.0373542,TRUE,Chow,0.0167236,TRUE
47,8.7612E+17,13,10,Venti,None,6/17/17,16:52:05,28170,4809,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scrâ€_ https://t.co/9NqZV4WwyX",https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,1,Bernese Mountain Dog,0.534327,TRUE,Saint Bernard,0.346312,TRUE,Greater Swiss Mountain Dog,0.0949327,TRUE
48,8.75748E+17,13,10,Goose,None,6/16/17,16:11:53,25464,4408,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will stealâ€_ https://t.co/XRwtpQiJ15",https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,1,Labrador Retriever,0.799551,TRUE,Chesapeake Bay Retriever,0.179975,TRUE,Vizsla,0.0046176,TRUE
49,8.75144E+17,13,10,Nugget,None,6/15/17,0:13:52,22146,5049,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 wâ€_ https://t.co/wK0pt8Cnck,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,1,Siberian Husky,0.245048,TRUE,Pembroke,0.223716,TRUE,Dingo,0.160753,FALSE
50,8.75021E+17,12,10,None,None,6/14/17,16:04:48,25752,4822,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck https://t.co/brCQoqc8AW,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,2,West Highland White Terrier,0.714319,TRUE,Siberian Husky,0.0919133,TRUE,Great Pyrenees,0.0460382,TRUE
51,8.7468E+17,12,10,Cash,None,6/13/17,17:29:20,28163,4765,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,1,Labrador Retriever,0.836052,TRUE,Staffordshire Bullterrier,0.0470691,TRUE,Beagle,0.0360071,TRUE
52,8.74297E+17,13,10,Jed,None,6/12/17,16:06:11,26348,4232,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract https://t.co/0YplNnSMEm,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,1,Cocker Spaniel,0.437216,TRUE,Miniature Poodle,0.277191,TRUE,Toy Poodle,0.157402,TRUE
53,8.74058E+17,12,10,None,None,6/12/17,0:15:36,22895,4059,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thanâ€_ https://t.co/0MXV9ZDhS5",https://pbs.twimg.com/media/DCFGtdoXkAEsqIw.jpg,1,Flat-Coated Retriever,0.832177,TRUE,Black-And-Tan Coonhound,0.0404369,TRUE,Newfoundland,0.0282283,TRUE
54,8.74013E+17,13,10,Sebastian,None,6/11/17,21:18:31,35089,10768,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy.â€_ https://t.co/jonYjPNmYx",https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,2,Cardigan,0.806674,TRUE,Pembroke,0.116622,TRUE,Kelpie,0.0491819,TRUE
55,8.73214E+17,12,10,Sierra,None,6/9/17,16:22:42,7368,1635,This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra belowâ€_ https://t.co/CWPYZJvjrI,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,1,Vizsla,0.619782,TRUE,Bloodhound,0.338069,TRUE,Chesapeake Bay Retriever,0.0126763,TRUE
56,8.72967E+17,12,10,None,doggo,6/9/17,0:02:31,27725,5568,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10â€_ https://t.co/8rpIJr9sAC,https://pbs.twimg.com/media/DB1m871XUAAw5vZ.jpg,2,Labrador Retriever,0.476913,TRUE,Chesapeake Bay Retriever,0.174145,TRUE,German Short-Haired Pointer,0.0928614,TRUE
57,8.72821E+17,13,10,None,None,6/8/17,14:20:41,14887,3810,"Here are my favorite #dogsatpollingstations Most voted for a more consistent walking schedule and to increase dailâ€_ https://t.co/M15eX8HhsR",https://pbs.twimg.com/media/DBzhx0PWAAEhl0E.jpg,3,Pug,0.99912,TRUE,French Bulldog,0.00055192,TRUE,Bull Mastiff,7.29E-05,TRUE
58,8.72621E+17,13,10,Monkey,None,6/8/17,1:06:27,21070,3829,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love... https://t.co/lUcpnZDPz9,https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg,1,Cocker Spaniel,0.513191,TRUE,Sussex Spaniel,0.159088,TRUE,Standard Poodle,0.149509,TRUE
59,8.72487E+17,12,10,None,None,6/7/17,16:14:40,41135,9259,We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it togeâ€_ https://t.co/xFWhrdMuTh,https://pbs.twimg.com/media/DBuyRlTUwAAYhG9.jpg,1,Pembroke,0.931861,TRUE,Cardigan,0.0377212,TRUE,Chihuahua,0.0119667,TRUE
60,8.70804E+17,11,10,None,None,6/3/17,0:48:22,34186,6445,Real funny guys. Sending in a pic without a dog in it. Hilarious. We'll rate the rug tho because it's giving off aâ€_ https://t.co/oZ7H2eO79W,https://pbs.twimg.com/media/DBW35ZsVoAEWZUU.jpg,1,Home Theater,0.16829,FALSE,Sandbar,0.0980404,FALSE,Television,0.0797294,FALSE
61,8.70374E+17,13,10,Zoey,None,6/1/17,20:18:38,84076,27183,This is Zoey. She really likes the planet. Would hate to see willful ignorance and the denial of fairly elemental sâ€_ https://t.co/6SWu4xkvDk,https://pbs.twimg.com/media/DBQwlFCXkAACSkI.jpg,1,Golden Retriever,0.841001,TRUE,Great Pyrenees,0.0992784,TRUE,Labrador Retriever,0.0326213,TRUE
62,8.69772E+17,13,10,Dewey,None,5/31/17,4:27:59,43190,10454,"This is Dewey (pronounced ""covfefe""). He's having a good walk. Arguably the best walk. 13/10 would snug softly https://t.co/HciEaJkC4D",https://pbs.twimg.com/media/DBINZcxXgAQ-R6P.jpg,1,Pembroke,0.980148,TRUE,Cardigan,0.0192711,TRUE,Malamute,0.00013626,TRUE
63,8.69228E+17,13,10,Gizmo,None,5/29/17,16:24:37,20858,3948,This is Gizmo. His favorite thing is standing pupright like a hooman. Sneaky tongue slip status achieved. 13/10 wouâ€_ https://t.co/2lERR4Uoyt,https://pbs.twimg.com/media/DBAePiVXcAAqHSR.jpg,1,Pembroke,0.664181,TRUE,Chihuahua,0.169234,TRUE,Cardigan,0.1327,TRUE
64,8.68622E+17,13,10,None,None,5/28/17,0:18:35,27969,6166,Here's a h*ckin peaceful boy. Unbothered by the comings and goings. 13/10 please reveal your wise ways https://t.co/yeaH8Ej5eM,https://pbs.twimg.com/media/DA33i0XXsAEQtCA.jpg,1,Labrador Retriever,0.868107,TRUE,Great Pyrenees,0.060973,TRUE,Saint Bernard,0.0334889,TRUE
65,8.68552E+17,12,10,Cooper,None,5/27/17,19:39:34,10402,2188,Say hello to Cooper. His expression is the same wet or dry. Absolute 12/10 but Coop desperately requests your helpâ€_ https://t.co/0xI8JbHfLa,https://pbs.twimg.com/media/DA23sCeVoAE3uF0.jpg,1,Whippet,0.378151,TRUE,Italian Greyhound,0.275935,TRUE,American Staffordshire Terrier,0.0949906,TRUE
66,8.679E+17,12,10,None,None,5/26/17,0:29:37,24701,4363,"Unbelievable. We only rate dogs. Please don't send in non-canines like the ""I"" from Pixar's opening credits. Thankâ€_ https://t.co/DI5BnH6c3G",https://pbs.twimg.com/media/DAtm5MkXoAA4R6P.jpg,1,Labrador Retriever,0.522644,TRUE,Kuvasz,0.332461,TRUE,Dalmatian,0.0320081,TRUE
67,8.67052E+17,13,10,None,None,5/23/17,16:16:06,33029,8263,"Oh my this spooked me up. We only rate dogs, not happy ghosts. Please send dogs only. It's a very simple premise. Tâ€_ https://t.co/Qk5Xvus2gJ",https://pbs.twimg.com/media/DAhiwb0XcAA8x5Q.jpg,1,Samoyed,0.471403,TRUE,Pekinese,0.302219,TRUE,Pomeranian,0.156606,TRUE
68,8.66687E+17,12,10,Lili,None,5/22/17,16:06:55,19845,3656,This is Lili. She can't believe you betrayed her with bath time. Never looking you in the eye again. 12/10 would puâ€_ https://t.co/PSJxrMtzCu,https://pbs.twimg.com/media/DAcXEWuXkAIBDGJ.jpg,1,Flat-Coated Retriever,0.51473,TRUE,Groenendael,0.306407,TRUE,Curly-Coated Retriever,0.0613141,TRUE
69,8.65718E+17,13,10,Boomer,None,5/19/17,23:57:46,26312,5887,"Meet Boomer. He's just checking pup on you. Hopes you had a good day. If not, he hopes he made it better. 13/10 extâ€_ https://t.co/EzSWgvFLSD",https://pbs.twimg.com/media/DAOmEZiXYAAcv2S.jpg,1,Golden Retriever,0.673664,TRUE,Kuvasz,0.157523,TRUE,Labrador Retriever,0.126073,TRUE
70,8.65359E+17,13,10,Sammy,None,5/19/17,0:12:11,27207,5258,This is Sammy. Her tongue ejects without warning sometimes. It's a serious condition. Needs a hefty dose from a Bleâ€_ https://t.co/SOuLinJPxm,https://pbs.twimg.com/media/DAJfxqGVoAAnvQt.jpg,2,Chesapeake Bay Retriever,0.832435,TRUE,Labrador Retriever,0.163551,TRUE,Weimaraner,0.00277025,TRUE
